series,"01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024"
United States Offenses,76,54,86,94,92,73,59,82,81,89,95,68,72,60,87,116,92,61,54,90,83,54,78,51,44,59,58,66,77,70,55,50,52,78,79,87,104,59,66,89,70,76,85,68,75,71,58,55,50,37,50,77,45,59,40,49,50,61,66,51,27,32,60,50,52,45,64,85,51,72,47,37,50,44,52,74,60,49,47,68,52,56,55,68,36,38,56,64,59,57,42,57,45,73,113,83,81,119,122,72,86,72,63,90,85,75,69,64,69,59,64,60,77,60,47,57,63,115,143,80,65,67,111,88,132,94,102,94,97,133,88,106,124,100,89,75,55,68,78,79,85,90,76,73,42,40,75,118,128,84,62,66,89,78,76,81,81,108,121,87,162,111,101,85,101,100,124,97,106,120,141,123,121,128,88,90,103,343,389,274,,,,,,,,,,,
United States Incidents,76,53,85,93,90,73,56,79,80,87,92,68,70,60,85,114,91,59,53,89,83,54,78,51,44,58,58,65,77,70,55,49,52,78,77,87,104,59,66,89,70,76,84,66,72,71,58,53,49,37,50,76,45,59,40,48,50,61,65,50,27,32,60,49,52,44,64,85,51,72,47,33,50,43,52,73,60,48,46,66,52,56,54,67,35,37,56,64,59,54,42,54,43,72,108,83,81,119,118,72,83,72,62,88,84,73,69,63,69,57,63,60,76,59,47,56,63,112,141,77,65,67,111,87,132,94,101,94,96,132,87,106,124,99,89,75,54,67,77,76,83,89,73,72,42,40,74,112,124,78,58,65,87,77,76,80,80,108,117,84,159,109,98,85,99,99,123,96,102,120,138,122,119,109,84,86,100,332,374,265,,,,,,,,,,,
